X	Y	Brightness
1,2265942925993445	-2,438692851152242	0,8756788205225547
1,8413121125464051	-1,5464634592331252	0,6191165398946354
0,8887630692213402	2,0806973778301723	0,1969113255154259
1,3471182610885801	-1,9147834319970085	0,5835856836061812
-0,082291517746788	-2,5883466219213274	0,3284001611283637
2,7183727270370124	1,08665771896034	0,6582086344672983
-2,112661954352745	-1,495124387957551	0,18988986174505773
1,6023853266391224	-2,6542204188784386	0,2269618517892299
2,3497885216428824	-1,226336637701107	0,4303104197028559
-1,153149207042492	-0,9191076677186985	0,4411054380597219
1,0533731025497153	-2,933704222250866	0,5930169629393532
-0,2665994701013872	-2,2487578873696545	0,2774555005175229
2,322266148432492	1,1529658564773329	0,20061237850041636
0,994202216797337	2,3045046535332743	0,6805545713492809
1,8775534738919504	0,8594189885054166	0,5190262332190075
1,8289821493366833	0,9679971106460612	0,9831573980440037
-0,2632777824121135	-2,043473233407196	0,31794793468463733
2,148486464812956	-1,7453280529857322	0,6842139756389113
1,425762071465366	-2,5513801410817027	0,889844359812083
2,66616252888144	1,5200801296394055	0,08047378598781085
-1,7249592742087685	-1,4353915421972878	0,30750597060533535
-0,8358095782831528	-1,5652964652578603	0,8455218525869816
-0,9050151716543633	-1,466185503310891	0,9700205265659256
1,4742841583533859	-2,132300481547622	0,6076165848646307
1,36280938988635	-2,5046394705745847	0,10897795116862508
0,9920016248186674	-2,6766234038229144	0,9850779122745137
1,6523328409207596	-2,343793623284514	0,7126037810644841
1,3380860568216477	-2,8898811839115894	0,8619810217778603
1,180564210202375	2,069766834288965	0,4232328654523144
2,0437079161156038	1,445747909818569	0,689064855868745
-1,6804123185783235	-1,2060237202907371	0,3931386465431992
1,4541820997171198	-2,3187045108766506	0,307403413545545
0,630125263709727	1,83320021552715	0,7390707454863228
1,0420068802807834	1,376149452211078	0,7876591074382726
2,348020301460847	-1,5444416016622828	0,34762527666491927
1,457094354636796	1,4506818094854446	0,2478774784879736
-1,5995107085889049	-0,9736152591363121	0,6888654492030939
1,6489407771498692	-1,2423253971042802	0,16422600596401704
2,4851478945071634	0,8474297169872838	0,5206073437132192
1,3592991311431806	1,6572415449573659	0,037965921978529216
1,6222468857859496	-2,398386609357588	0,6336535139112377
0,8723307127714182	1,9602707125623615	0,808689851261312
1,9847402426626037	1,359752935097426	0,3903942612413791
2,150584644661463	1,3735103250906668	0,06783683507687222
2,1884703563573633	1,384119751121354	0,6010767275090829
1,9314949999129094	1,0079717289143475	0,8109650474123918
1,1218349348274197	-3,224891372629666	0,7608881991796806
1,7406972745907132	-3,29613760298883	0,31359002696486515
2,1497982902860935	-1,297049520960249	0,5305238627489889
1,4577883308081865	-3,2975864528505956	0,6386202813286234
1,9619921366258044	-1,786249406930817	0,7464673081870898
