X	Y
4,587706629193851	6,292870255566333
1,3645856215065408	0,5181811193325334
1,80088604451251	-0,4567576551248659
4,615273005504336	8,08667884348058
4,475217636075224	-4,621189952115735
4,560994302791922	-3,5863454598601305
0,9586672407270744	-0,15190782357730773
0,86988474941127	0,4735633183523274
4,176232538104636	7,453110504776864
4,471934976314527	7,635784862474315
4,4260336077811315	7,240514911099833
4,783007145723266	-4,654228251199202
1,468714218892349	-0,14980265734895246
4,6533876527417855	7,3111031129330355
4,691866459414689	7,6545927017040105
1,284250026300345	0,006442503897663779
4,268872925739457	-3,68478908176612
1,0882527518041856	0,8312607186913237
3,9197544726218347	6,960425879616315
5,06699342677761	6,716169919899316
1,1386664283453514	-0,3098326912414187
4,293065770460675	-4,387109333096585
4,599799182548664	7,171006317806606
1,05099238767482	-0,5040840524020754
1,0888202394799686	0,12152340101993843
4,222546371156335	7,530146990524453
0,8137712250977862	0,09795760663188396
1,2941029418806913	0,026646837061686135
2,256524747330058	0,024247658727167443
1,9334495874643358	-0,34380933661989194
4,197218478458168	7,425321636277137
1,3466774742086574	1,0206434865639147
4,849801098395923	-4,349020905251223
1,925328893274479	0,19077711171598427
1,566197056867335	0,524733161709906
4,629439326320845	-4,09417674417268
5,257736780398157	-4,675592339022028
5,310950921287969	7,032017362849125
1,3688637875640794	-0,6867271664892365
4,501643964075474	-4,494831983388604
4,408659353549925	-3,6760432784391637
1,1513972676653261	-0,12543901557101864
1,7151175766706945	0,29562915510524757
4,697428203430618	8,097641542283627
5,34434289703857	7,224150972817782
4,342827402297374	-4,6554041299907745
1,4349962339130797	0,7463009153663754
4,839955700983663	6,886213034473224
1,554832745942258	0,27917683467383586
1,4998327076880038	-0,04700875548681485
1,0599441022505407	0,25453441379308267
1,7510648630035157	0,30618431889390707
4,584038196104134	7,559839025164082
1,7138510150333317	0,013997828730635153
2,1225236095448436	0,22384038143097773
1,52044218898929	-0,6867641087861424
0,8125201499736773	0,42141855559080776
3,719515914800372	-4,647189235447224
4,899657287674533	7,745734400995893
4,238022673444701	-4,4202210966050615
1,8033743756523544	0,49251083257421874
4,049076034459809	-5,136415163189678
1,7513669169252473	0,17639371732702397
1,459691905551933	0,16272839871505965
1,2808237436677934	-0,24639148963907148
3,8642222903907832	-4,394284986963622
4,742015935306507	-4,47238820335931
1,4278003983948075	0,9441463671958185
4,588419992686863	-3,4880629276779342
4,409330076241756	-4,5739543076222215
1,7501475171615801	-0,33502785913685695
2,1117742761554332	0,3709889135064169
5,249442703904018	7,294603831720185
1,6547324058167507	0,3710055932344107
4,428955483953623	-4,480228163011904
1,1180410144168065	0,5197391702335998
4,580774881046025	7,505962015788866
1,793834008884179	0,4018606575680817
4,521222580697688	-4,06919411537308
5,044195397354284	7,035252197301408
4,246465883443609	-4,4612984771807875
1,419043883768754	0,5841872665837444
4,919751342566696	-3,8614996357942664
2,290444625933755	0,16519284500091197
4,229256349506556	6,526664881368571
1,5118573730574418	0,16548438295861967
4,3056332222043245	7,541972923854282
4,868787679693505	-4,531729146434595
3,878962657740382	7,532953070971089
4,498013480408613	-4,3799747664837705
5,443697159720198	7,3054371186436375
1,5639596584424358	0,3991533829086431
1,7120025161858878	-0,23145301590419737
5,070075794572177	7,694038165324744
4,271017605211652	-4,468862281627883
1,2239546781066128	0,4298524936617489
4,9213793440760245	-4,895458786017934
5,35279103753869	7,143825229025975
1,369422369853024	-0,6930520891513341
2,051686521366042	-0,04648917230262231
1,4738475190333236	0,0900475955475702
1,7889944223950702	-0,14046751293478923
5,234664177906353	-5,00578713594437
4,714918014559786	7,992846858453348
1,3016239152447662	0,28753583661192084
4,854346595651067	-3,985143994244965
0,5766970988539941	0,09448415388482614
5,138018711634037	-4,260014553245956
1,5254351699123385	0,1910289087050509
4,7823315691310215	-4,528979672063991
0,9655350774595137	-0,007305203875685604
5,069839850812138	7,176955288704957
1,6800167609066041	0,2731319299143067
4,475675577877838	7,419147569077663
5,226064410581811	7,388208951732392
4,6572149255610285	-4,381057087158285
3,841695433933003	7,3669003121550345
4,3312613992394375	-4,5731320028415166
1,1216852579404142	0,09783172666435139
4,221634171326636	7,308908675656898
4,604524103696853	7,021831339461603
4,943602414979333	7,107403428626707
4,534719582058341	-4,357866091860978
1,499631908477499	0,5167756651675528
1,21524869911577	0,07058802488080447
3,7518713808571764	-4,505760393377978
5,057065157302916	-4,8985246849181525
